word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
##ness,0.003,0.006,0.012,0.021,0.025,0.029,0.031,0.026,0.024,0.022,0.026,0.013
travel,0.002,0.003,0.004,0.004,0.004,0.003,0.005,0.004,0.005,0.005,0.008,0.008
shaped,0.007,0.004,0.003,0.004,0.006,0.008,0.005,0.007,0.008,0.011,0.022,0.005
z,0.002,0.006,0.007,0.01,0.009,0.006,0.006,0.004,0.004,0.005,0.017,0.023
##ig,0.001,0.008,0.004,0.005,0.003,0.004,0.004,0.006,0.009,0.02,0.046,0.026
##za,0.003,0.004,0.009,0.006,0.013,0.02,0.026,0.026,0.018,0.018,0.026,0.084
##g,0.001,0.003,0.003,0.004,0.005,0.004,0.005,0.007,0.013,0.02,0.031,0.008
bend,0.008,0.016,0.021,0.025,0.025,0.028,0.035,0.035,0.027,0.025,0.037,0.041
shape,0.002,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.006,0.008,0.005
c,0.003,0.003,0.002,0.005,0.007,0.007,0.008,0.006,0.007,0.009,0.015,0.014
Ann,0.004,0.009,0.015,0.011,0.008,0.006,0.007,0.006,0.005,0.004,0.013,0.023
##oy,0.002,0.004,0.005,0.011,0.017,0.028,0.028,0.053,0.037,0.013,0.008,0.057
ha,0.002,0.012,0.014,0.013,0.017,0.015,0.015,0.015,0.008,0.006,0.004,0.06
mock,0.003,0.006,0.007,0.006,0.005,0.005,0.008,0.008,0.007,0.007,0.011,0.001
perhaps,0.006,0.005,0.006,0.005,0.006,0.007,0.01,0.013,0.016,0.01,0.012,0.046
playfully,0.001,0.018,0.011,0.013,0.012,0.008,0.009,0.005,0.002,0.002,0.011,0.021
fun,0.001,0.009,0.008,0.013,0.018,0.017,0.02,0.019,0.019,0.019,0.026,0.015
Cause,0.006,0.014,0.025,0.028,0.028,0.03,0.041,0.043,0.04,0.031,0.027,0.025
smell,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.016,0.005
bad,0.004,0.006,0.007,0.009,0.014,0.013,0.017,0.021,0.018,0.012,0.015,0.02
extremely,0.003,0.006,0.006,0.007,0.005,0.006,0.008,0.014,0.015,0.011,0.006,0.017
quality,0.001,0.004,0.01,0.011,0.013,0.011,0.015,0.014,0.013,0.014,0.015,0.009
s,0.011,0.018,0.012,0.017,0.015,0.01,0.011,0.01,0.011,0.012,0.017,0.01
performance,0.005,0.01,0.012,0.01,0.01,0.011,0.015,0.014,0.011,0.01,0.008,0.008
relative,0.006,0.008,0.007,0.006,0.008,0.007,0.012,0.013,0.009,0.008,0.015,0.032
standing,0.002,0.005,0.009,0.013,0.014,0.015,0.019,0.022,0.018,0.014,0.01,0.018
things,0.002,0.003,0.002,0.002,0.004,0.006,0.006,0.008,0.008,0.009,0.012,0.027
persons,0.003,0.003,0.005,0.005,0.002,0.003,0.004,0.006,0.008,0.014,0.027,0.014
society,0.003,0.005,0.006,0.006,0.008,0.008,0.01,0.012,0.008,0.004,0.009,0.009
pond,0.013,0.025,0.046,0.056,0.073,0.069,0.072,0.073,0.06,0.036,0.026,0.018
##er,0.003,0.003,0.005,0.009,0.006,0.008,0.017,0.023,0.031,0.039,0.049,0.008
consider,0.004,0.004,0.006,0.005,0.005,0.003,0.005,0.007,0.009,0.012,0.021,0.041
observe,0.003,0.004,0.008,0.007,0.008,0.005,0.006,0.006,0.005,0.004,0.012,0.089
carefully,0.003,0.007,0.012,0.013,0.016,0.013,0.014,0.01,0.009,0.005,0.016,0.005
detail,0.009,0.024,0.032,0.045,0.049,0.051,0.065,0.068,0.06,0.052,0.057,0.044
subject,0.004,0.004,0.005,0.005,0.005,0.004,0.004,0.003,0.004,0.005,0.012,0.012
analysis,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.011,0.002
discover,0.004,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.004,0.018,0.006
essential,0.007,0.01,0.017,0.026,0.031,0.032,0.037,0.041,0.035,0.019,0.011,0.023
features,0.003,0.008,0.017,0.019,0.018,0.019,0.025,0.018,0.009,0.013,0.027,0.005
achieve,0.004,0.003,0.002,0.001,0.001,0.002,0.003,0.005,0.005,0.004,0.007,0.008
acceptance,0.009,0.028,0.051,0.059,0.057,0.054,0.058,0.056,0.05,0.053,0.068,0.021
somebody,0.005,0.018,0.017,0.018,0.017,0.021,0.022,0.027,0.018,0.014,0.019,0.083
accept,0.008,0.014,0.012,0.014,0.014,0.013,0.016,0.016,0.015,0.01,0.017,0.037
physical,0.005,0.005,0.005,0.005,0.006,0.007,0.01,0.01,0.009,0.008,0.016,0.016
matter,0.003,0.009,0.019,0.025,0.029,0.027,0.028,0.023,0.018,0.016,0.025,0.03
left,0.001,0.004,0.005,0.009,0.011,0.009,0.007,0.009,0.012,0.014,0.024,0.003
behind,0.003,0.006,0.008,0.009,0.01,0.01,0.014,0.012,0.013,0.011,0.013,0.012
after,0.003,0.002,0.003,0.005,0.007,0.01,0.011,0.013,0.013,0.013,0.017,0.01
removal,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.004,0.006,0.007
remains,0.002,0.004,0.005,0.004,0.003,0.003,0.005,0.008,0.008,0.006,0.01,0.009
has,0.003,0.002,0.005,0.009,0.009,0.008,0.011,0.014,0.011,0.009,0.012,0.005
been,0.002,0.003,0.008,0.009,0.01,0.006,0.008,0.008,0.007,0.006,0.01,0.006
removed,0.003,0.007,0.011,0.013,0.012,0.014,0.021,0.016,0.016,0.017,0.035,0.008
tall,0.003,0.017,0.03,0.043,0.061,0.051,0.05,0.052,0.047,0.036,0.031,0.014
vertical,0.01,0.018,0.022,0.025,0.028,0.026,0.027,0.024,0.017,0.012,0.004,0.051
approximate,0.003,0.001,0.003,0.01,0.013,0.012,0.01,0.008,0.005,0.006,0.011,0.008
column,0.001,0.002,0.005,0.007,0.009,0.007,0.009,0.011,0.01,0.007,0.013,0.003
##f,0.002,0.003,0.003,0.004,0.004,0.006,0.006,0.006,0.007,0.007,0.015,0.007
##late,0.001,0.013,0.016,0.017,0.021,0.029,0.03,0.028,0.028,0.032,0.035,0.014
##lated,0.0,0.008,0.018,0.025,0.024,0.021,0.018,0.017,0.012,0.009,0.008,0.016
heavy,0.002,0.003,0.004,0.006,0.006,0.006,0.008,0.009,0.007,0.003,0.008,0.024
radioactive,0.001,0.011,0.013,0.019,0.02,0.022,0.028,0.025,0.02,0.013,0.018,0.021
element,0.002,0.006,0.007,0.006,0.006,0.005,0.009,0.013,0.014,0.007,0.004,0.029
atomic,0.006,0.011,0.013,0.019,0.021,0.023,0.028,0.029,0.027,0.022,0.029,0.013
number,0.002,0.007,0.021,0.023,0.02,0.014,0.011,0.01,0.007,0.006,0.007,0.008
92,0.004,0.034,0.037,0.028,0.033,0.024,0.024,0.022,0.018,0.017,0.018,0.05
white,0.005,0.007,0.009,0.009,0.013,0.013,0.015,0.015,0.015,0.015,0.016,0.037
occurs,0.005,0.02,0.024,0.023,0.019,0.019,0.021,0.024,0.037,0.046,0.05,0.048
many,0.002,0.004,0.005,0.006,0.008,0.009,0.011,0.011,0.01,0.008,0.012,0.025
##pes,0.001,0.002,0.003,0.004,0.006,0.004,0.007,0.01,0.004,0.005,0.015,0.098
used,0.003,0.007,0.008,0.011,0.013,0.014,0.014,0.015,0.013,0.009,0.008,0.009
nuclear,0.002,0.003,0.004,0.003,0.004,0.004,0.005,0.006,0.007,0.009,0.019,0.021
weapons,0.002,0.003,0.006,0.008,0.008,0.008,0.012,0.012,0.012,0.009,0.013,0.019
Co,0.003,0.002,0.012,0.015,0.016,0.017,0.02,0.027,0.026,0.021,0.025,0.064
##mp,0.001,0.002,0.012,0.023,0.032,0.038,0.042,0.046,0.035,0.029,0.024,0.05
about,0.003,0.006,0.008,0.012,0.009,0.01,0.011,0.013,0.014,0.012,0.015,0.007
say,0.004,0.007,0.005,0.003,0.004,0.005,0.005,0.007,0.008,0.008,0.012,0.013
mean,0.003,0.006,0.007,0.007,0.01,0.015,0.02,0.023,0.022,0.023,0.029,0.036
care,0.002,0.008,0.012,0.017,0.015,0.015,0.02,0.025,0.023,0.019,0.024,0.015
bothered,0.0,0.0,0.002,0.002,0.004,0.003,0.002,0.002,0.001,0.001,0.002,0.006
concerned,0.004,0.003,0.003,0.005,0.007,0.006,0.007,0.006,0.006,0.012,0.016,0.004
take,0.004,0.005,0.006,0.007,0.005,0.005,0.006,0.006,0.008,0.009,0.015,0.026
offense,0.006,0.014,0.02,0.023,0.03,0.03,0.036,0.044,0.036,0.019,0.013,0.048
##ied,0.001,0.009,0.006,0.005,0.004,0.005,0.007,0.007,0.006,0.005,0.004,0.01
points,0.008,0.033,0.036,0.041,0.047,0.053,0.059,0.064,0.051,0.039,0.025,0.064
game,0.002,0.004,0.007,0.01,0.013,0.012,0.018,0.015,0.013,0.01,0.012,0.013
at,0.006,0.004,0.006,0.006,0.005,0.007,0.008,0.009,0.011,0.011,0.015,0.004
time,0.002,0.004,0.005,0.005,0.007,0.008,0.011,0.015,0.017,0.019,0.024,0.011
expresses,0.001,0.002,0.003,0.005,0.005,0.006,0.013,0.014,0.016,0.02,0.017,0.016
accomplish,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.006,0.003,0.003,0.001,0.008
team,0.004,0.003,0.003,0.003,0.003,0.006,0.009,0.009,0.009,0.008,0.016,0.01
individual,0.001,0.004,0.01,0.015,0.019,0.017,0.02,0.018,0.014,0.011,0.011,0.013
contest,0.003,0.01,0.013,0.017,0.022,0.02,0.031,0.022,0.016,0.016,0.021,0.013
so,0.004,0.005,0.006,0.005,0.006,0.006,0.006,0.008,0.009,0.01,0.014,0.028
block,0.004,0.002,0.006,0.009,0.01,0.012,0.013,0.015,0.014,0.014,0.019,0.012
truth,0.002,0.007,0.007,0.011,0.015,0.013,0.014,0.013,0.012,0.008,0.016,0.017
prevent,0.004,0.007,0.006,0.007,0.007,0.008,0.008,0.011,0.009,0.008,0.015,0.037
distribution,0.008,0.012,0.014,0.016,0.024,0.024,0.025,0.021,0.019,0.025,0.049,0.004
political,0.002,0.002,0.002,0.003,0.005,0.005,0.006,0.006,0.006,0.005,0.011,0.01
religious,0.005,0.011,0.01,0.009,0.009,0.009,0.013,0.015,0.014,0.008,0.019,0.062
moral,0.004,0.005,0.003,0.002,0.005,0.004,0.007,0.007,0.009,0.011,0.025,0.051
casual,0.003,0.004,0.009,0.008,0.007,0.003,0.002,0.001,0.001,0.006,0.025,0.033
meeting,0.002,0.004,0.006,0.007,0.008,0.009,0.013,0.016,0.014,0.011,0.016,0.015
electrical,0.006,0.009,0.009,0.012,0.013,0.014,0.016,0.016,0.013,0.007,0.018,0.039
connection,0.002,0.004,0.005,0.008,0.013,0.014,0.02,0.02,0.022,0.03,0.035,0.01
between,0.003,0.005,0.008,0.012,0.012,0.012,0.012,0.014,0.012,0.009,0.009,0.015
earth,0.001,0.004,0.006,0.009,0.01,0.012,0.019,0.017,0.019,0.018,0.026,0.009
large,0.002,0.004,0.003,0.006,0.007,0.011,0.01,0.011,0.014,0.009,0.013,0.006
conducting,0.004,0.01,0.016,0.027,0.024,0.023,0.024,0.024,0.018,0.019,0.023,0.008
such,0.001,0.003,0.003,0.009,0.015,0.019,0.029,0.021,0.021,0.022,0.02,0.005
taken,0.002,0.006,0.01,0.012,0.01,0.008,0.008,0.006,0.004,0.004,0.007,0.012
zero,0.006,0.032,0.045,0.056,0.059,0.048,0.051,0.06,0.04,0.025,0.005,0.076
voltage,0.002,0.008,0.016,0.022,0.026,0.028,0.043,0.038,0.037,0.033,0.041,0.04
agent,0.003,0.01,0.009,0.01,0.009,0.009,0.011,0.013,0.014,0.015,0.014,0.017
activity,0.003,0.007,0.008,0.007,0.007,0.006,0.008,0.007,0.007,0.01,0.015,0.009
famous,0.001,0.002,0.004,0.005,0.005,0.003,0.002,0.004,0.006,0.007,0.003,0.016
fictional,0.012,0.001,0.006,0.0,0.0,0.002,0.005,0.011,0.022,0.042,0.084,0.015
well,0.002,0.003,0.004,0.007,0.01,0.009,0.017,0.013,0.011,0.008,0.01,0.021
known,0.001,0.003,0.004,0.006,0.006,0.005,0.004,0.006,0.007,0.005,0.006,0.044
person,0.006,0.009,0.011,0.018,0.024,0.03,0.038,0.04,0.041,0.033,0.025,0.01
who,0.004,0.005,0.005,0.008,0.009,0.009,0.013,0.014,0.013,0.013,0.015,0.01
controls,0.002,0.003,0.005,0.003,0.003,0.001,0.002,0.001,0.001,0.002,0.006,0.015
machine,0.003,0.007,0.01,0.01,0.014,0.013,0.018,0.016,0.016,0.013,0.022,0.008
some,0.003,0.004,0.005,0.007,0.009,0.009,0.012,0.013,0.013,0.011,0.014,0.023
find,0.005,0.005,0.008,0.009,0.007,0.005,0.005,0.005,0.005,0.005,0.009,0.025
indicate,0.002,0.004,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.004,0.01,0.023
site,0.003,0.003,0.004,0.005,0.004,0.005,0.012,0.01,0.009,0.008,0.013,0.018
instrument,0.003,0.008,0.011,0.009,0.006,0.004,0.007,0.006,0.006,0.007,0.022,0.004
survey,0.001,0.003,0.006,0.006,0.009,0.009,0.01,0.014,0.013,0.01,0.008,0.016
engage,0.003,0.007,0.008,0.008,0.007,0.006,0.005,0.006,0.004,0.005,0.012,0.036
activities,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.009,0.004
illegal,0.004,0.003,0.003,0.004,0.005,0.006,0.007,0.007,0.006,0.007,0.024,0.032
de,0.003,0.009,0.013,0.014,0.011,0.012,0.014,0.013,0.014,0.015,0.025,0.033
##ce,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.011,0.014,0.028,0.018
##it,0.004,0.013,0.04,0.061,0.083,0.091,0.121,0.116,0.077,0.046,0.015,0.177
##ful,0.001,0.004,0.003,0.004,0.004,0.007,0.012,0.012,0.011,0.01,0.017,0.007
nature,0.001,0.006,0.012,0.014,0.014,0.019,0.021,0.023,0.019,0.02,0.024,0.02
agreement,0.003,0.006,0.006,0.006,0.005,0.004,0.007,0.008,0.006,0.005,0.007,0.011
secret,0.004,0.007,0.012,0.008,0.006,0.006,0.008,0.008,0.007,0.009,0.014,0.031
towards,0.002,0.004,0.004,0.004,0.005,0.004,0.005,0.007,0.008,0.009,0.015,0.007
purpose,0.002,0.004,0.008,0.01,0.011,0.012,0.014,0.014,0.013,0.009,0.009,0.026
equivalent,0.001,0.002,0.004,0.003,0.004,0.005,0.007,0.007,0.009,0.009,0.019,0.008
have,0.004,0.003,0.003,0.004,0.007,0.008,0.011,0.016,0.017,0.015,0.017,0.016
same,0.004,0.009,0.014,0.021,0.023,0.029,0.033,0.038,0.032,0.035,0.041,0.046
effect,0.003,0.006,0.008,0.009,0.011,0.012,0.016,0.014,0.013,0.014,0.021,0.018
tan,0.01,0.017,0.025,0.031,0.043,0.05,0.057,0.054,0.049,0.042,0.032,0.014
##ou,0.001,0.003,0.003,0.002,0.004,0.004,0.005,0.006,0.009,0.017,0.026,0.018
##nt,0.003,0.003,0.004,0.007,0.013,0.016,0.014,0.016,0.016,0.014,0.013,0.022
survive,0.002,0.015,0.017,0.017,0.012,0.01,0.012,0.016,0.016,0.017,0.019,0.022
pulling,0.003,0.005,0.009,0.01,0.013,0.011,0.011,0.01,0.011,0.011,0.013,0.017
money,0.003,0.004,0.005,0.006,0.006,0.008,0.015,0.014,0.012,0.013,0.022,0.018
voluntary,0.009,0.022,0.027,0.028,0.03,0.03,0.038,0.038,0.026,0.02,0.015,0.054
gift,0.004,0.005,0.005,0.006,0.007,0.005,0.005,0.005,0.005,0.01,0.022,0.009
ideas,0.005,0.004,0.004,0.007,0.005,0.005,0.005,0.006,0.006,0.011,0.015,0.023
made,0.003,0.003,0.004,0.006,0.006,0.005,0.006,0.006,0.005,0.007,0.009,0.005
worth,0.001,0.002,0.004,0.003,0.004,0.005,0.01,0.01,0.01,0.012,0.022,0.011
sudden,0.003,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.006,0.024,0.014
emotional,0.001,0.005,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.008,0.009
vocal,0.004,0.006,0.016,0.021,0.031,0.033,0.037,0.04,0.027,0.013,0.026,0.019
##ization,0.003,0.009,0.018,0.015,0.013,0.012,0.014,0.014,0.014,0.012,0.006,0.019
loud,0.004,0.005,0.019,0.025,0.031,0.033,0.039,0.037,0.021,0.013,0.01,0.179
utter,0.001,0.003,0.004,0.011,0.014,0.011,0.01,0.008,0.008,0.007,0.017,0.015
##ance,0.004,0.013,0.016,0.018,0.027,0.033,0.044,0.045,0.044,0.042,0.027,0.007
emotion,0.001,0.001,0.002,0.001,0.002,0.003,0.003,0.005,0.006,0.004,0.016,0.013
when,0.004,0.005,0.005,0.005,0.007,0.006,0.006,0.009,0.012,0.013,0.017,0.013
##art,0.001,0.003,0.006,0.007,0.007,0.008,0.011,0.013,0.011,0.015,0.021,0.019
go,0.004,0.005,0.006,0.01,0.01,0.01,0.011,0.011,0.012,0.013,0.021,0.018
restore,0.001,0.001,0.001,0.001,0.003,0.004,0.006,0.006,0.008,0.016,0.038,0.004
revive,0.0,0.004,0.004,0.005,0.006,0.006,0.006,0.006,0.004,0.005,0.025,0.012
previous,0.006,0.007,0.013,0.015,0.014,0.013,0.014,0.015,0.014,0.012,0.014,0.017
settlement,0.004,0.01,0.01,0.01,0.012,0.008,0.009,0.009,0.006,0.004,0.004,0.016
distant,0.007,0.015,0.023,0.03,0.033,0.032,0.035,0.03,0.025,0.013,0.013,0.028
their,0.003,0.004,0.003,0.004,0.004,0.006,0.007,0.007,0.007,0.008,0.012,0.02
settle,0.003,0.007,0.006,0.006,0.007,0.006,0.006,0.006,0.006,0.008,0.017,0.03
far,0.002,0.009,0.018,0.022,0.028,0.022,0.02,0.016,0.012,0.011,0.019,0.013
home,0.002,0.004,0.006,0.007,0.011,0.007,0.009,0.008,0.009,0.007,0.01,0.007
but,0.006,0.007,0.005,0.006,0.008,0.015,0.019,0.028,0.021,0.019,0.025,0.029
maintain,0.013,0.023,0.019,0.023,0.028,0.028,0.033,0.04,0.038,0.043,0.066,0.047
ties,0.003,0.009,0.008,0.015,0.022,0.018,0.02,0.019,0.013,0.012,0.02,0.028
remain,0.004,0.01,0.016,0.017,0.014,0.01,0.01,0.008,0.008,0.006,0.006,0.014
are,0.004,0.002,0.005,0.005,0.004,0.006,0.009,0.012,0.013,0.012,0.012,0.006
system,0.005,0.005,0.005,0.005,0.005,0.006,0.009,0.011,0.014,0.013,0.015,0.009
government,0.002,0.003,0.004,0.006,0.007,0.009,0.012,0.012,0.012,0.011,0.017,0.025
The,0.015,0.007,0.006,0.008,0.006,0.006,0.009,0.009,0.009,0.008,0.009,0.266
discovery,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.003,0.005,0.004,0.006,0.003
exhibition,0.015,0.033,0.029,0.036,0.044,0.049,0.06,0.062,0.063,0.032,0.003,0.033
fact,0.002,0.005,0.011,0.022,0.023,0.03,0.027,0.028,0.021,0.017,0.022,0.017
##ual,0.003,0.011,0.015,0.027,0.034,0.041,0.047,0.043,0.041,0.047,0.044,0.023
formal,0.006,0.007,0.009,0.01,0.007,0.005,0.007,0.007,0.006,0.005,0.006,0.023
series,0.003,0.014,0.028,0.032,0.033,0.036,0.031,0.021,0.011,0.009,0.014,0.014
statements,0.001,0.003,0.004,0.005,0.006,0.005,0.008,0.008,0.008,0.007,0.009,0.008
showing,0.003,0.006,0.007,0.008,0.008,0.007,0.008,0.009,0.009,0.006,0.008,0.021
true,0.003,0.007,0.016,0.015,0.016,0.017,0.017,0.014,0.009,0.006,0.011,0.034
else,0.002,0.003,0.006,0.011,0.009,0.013,0.025,0.021,0.017,0.012,0.007,0.023
necessarily,0.001,0.004,0.005,0.01,0.011,0.013,0.012,0.011,0.008,0.007,0.006,0.008
follows,0.001,0.004,0.005,0.015,0.021,0.027,0.028,0.03,0.025,0.02,0.017,0.015
enter,0.003,0.003,0.002,0.003,0.003,0.004,0.006,0.008,0.007,0.008,0.022,0.009
involved,0.003,0.007,0.009,0.011,0.011,0.012,0.014,0.014,0.012,0.009,0.011,0.01
condition,0.002,0.006,0.009,0.016,0.019,0.016,0.02,0.019,0.019,0.014,0.021,0.017
project,0.005,0.012,0.017,0.026,0.029,0.028,0.035,0.035,0.031,0.024,0.019,0.013
##cie,0.001,0.005,0.006,0.007,0.004,0.006,0.008,0.012,0.016,0.021,0.032,0.018
##nti,0.001,0.003,0.004,0.006,0.006,0.005,0.007,0.004,0.004,0.004,0.006,0.003
##ous,0.001,0.011,0.018,0.024,0.024,0.029,0.022,0.017,0.016,0.017,0.023,0.005
do,0.004,0.006,0.009,0.011,0.01,0.011,0.013,0.012,0.013,0.015,0.024,0.012
he,0.003,0.004,0.007,0.017,0.021,0.025,0.024,0.023,0.021,0.017,0.017,0.016
units,0.002,0.005,0.008,0.011,0.017,0.016,0.015,0.018,0.016,0.019,0.039,0.009
express,0.004,0.005,0.008,0.009,0.007,0.008,0.008,0.007,0.006,0.006,0.009,0.027
weight,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.008,0.013,0.004
concern,0.002,0.003,0.004,0.005,0.006,0.008,0.011,0.012,0.01,0.006,0.008,0.008
affair,0.001,0.003,0.019,0.017,0.015,0.012,0.012,0.009,0.009,0.013,0.031,0.002
thought,0.003,0.002,0.002,0.005,0.005,0.006,0.005,0.007,0.008,0.009,0.013,0.006
strong,0.003,0.004,0.006,0.006,0.006,0.009,0.011,0.013,0.01,0.008,0.007,0.022
sexual,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.003,0.011,0.013
feel,0.003,0.002,0.002,0.003,0.004,0.007,0.006,0.007,0.008,0.009,0.015,0.027
desire,0.004,0.008,0.01,0.012,0.014,0.013,0.016,0.016,0.013,0.012,0.013,0.037
want,0.003,0.006,0.012,0.012,0.01,0.007,0.01,0.01,0.01,0.01,0.015,0.028
strongly,0.013,0.018,0.031,0.03,0.027,0.029,0.033,0.042,0.039,0.037,0.024,0.03
sur,0.003,0.009,0.013,0.014,0.013,0.011,0.014,0.012,0.011,0.013,0.02,0.015
expression,0.003,0.002,0.005,0.005,0.006,0.01,0.012,0.014,0.016,0.016,0.02,0.012
ta,0.001,0.002,0.004,0.005,0.005,0.006,0.009,0.009,0.008,0.006,0.009,0.013
character,0.002,0.004,0.005,0.004,0.005,0.003,0.003,0.004,0.005,0.004,0.012,0.003
separate,0.002,0.002,0.004,0.005,0.007,0.006,0.006,0.006,0.006,0.006,0.01,0.018
writing,0.004,0.004,0.004,0.004,0.004,0.006,0.007,0.009,0.009,0.007,0.005,0.007
facility,0.002,0.004,0.005,0.008,0.011,0.013,0.023,0.021,0.018,0.017,0.027,0.047
secure,0.002,0.008,0.007,0.005,0.006,0.004,0.005,0.006,0.005,0.003,0.006,0.005
often,0.002,0.002,0.003,0.005,0.006,0.01,0.01,0.011,0.014,0.015,0.015,0.014
where,0.003,0.003,0.003,0.003,0.004,0.006,0.006,0.007,0.009,0.008,0.011,0.02
safe,0.004,0.008,0.008,0.008,0.012,0.008,0.01,0.011,0.012,0.006,0.01,0.014
##keeping,0.006,0.045,0.069,0.066,0.075,0.065,0.069,0.066,0.056,0.036,0.011,0.048
em,0.003,0.004,0.01,0.016,0.017,0.015,0.017,0.017,0.013,0.011,0.015,0.057
noise,0.003,0.009,0.011,0.017,0.018,0.015,0.018,0.016,0.013,0.011,0.017,0.042
sound,0.005,0.01,0.009,0.011,0.012,0.017,0.021,0.026,0.023,0.025,0.028,0.025
contact,0.003,0.005,0.007,0.013,0.016,0.018,0.021,0.021,0.013,0.012,0.006,0.035
possibly,0.002,0.003,0.006,0.006,0.007,0.01,0.009,0.011,0.011,0.01,0.009,0.037
man,0.006,0.014,0.015,0.02,0.023,0.026,0.033,0.036,0.035,0.024,0.016,0.021
##ip,0.001,0.001,0.003,0.003,0.004,0.006,0.01,0.014,0.019,0.02,0.027,0.011
out,0.004,0.006,0.005,0.006,0.006,0.006,0.011,0.012,0.014,0.017,0.022,0.005
information,0.003,0.004,0.005,0.005,0.008,0.008,0.012,0.011,0.013,0.019,0.036,0.007
understand,0.001,0.003,0.003,0.003,0.004,0.004,0.005,0.009,0.008,0.009,0.022,0.014
realize,0.002,0.005,0.009,0.011,0.013,0.006,0.008,0.005,0.005,0.009,0.027,0.013
get,0.006,0.006,0.005,0.005,0.004,0.005,0.006,0.008,0.009,0.01,0.016,0.024
know,0.002,0.003,0.003,0.004,0.004,0.004,0.006,0.007,0.009,0.011,0.017,0.014
aware,0.002,0.003,0.005,0.004,0.005,0.004,0.004,0.006,0.006,0.008,0.013,0.011
head,0.007,0.013,0.014,0.016,0.017,0.014,0.017,0.016,0.012,0.014,0.022,0.011
country,0.001,0.004,0.007,0.007,0.009,0.008,0.011,0.012,0.009,0.008,0.009,0.023
chief,0.002,0.004,0.007,0.006,0.006,0.006,0.008,0.007,0.006,0.007,0.02,0.018
executive,0.005,0.011,0.011,0.011,0.009,0.01,0.015,0.015,0.009,0.008,0.019,0.122
republic,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.006,0.017
lips,0.002,0.005,0.006,0.007,0.006,0.008,0.009,0.008,0.007,0.007,0.006,0.019
touch,0.008,0.013,0.023,0.027,0.027,0.028,0.031,0.033,0.022,0.02,0.022,0.076
press,0.005,0.011,0.019,0.017,0.015,0.013,0.014,0.014,0.011,0.009,0.011,0.01
against,0.003,0.004,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.016,0.008
mouth,0.005,0.013,0.02,0.023,0.033,0.039,0.043,0.04,0.031,0.026,0.031,0.05
other,0.001,0.003,0.006,0.01,0.012,0.014,0.017,0.016,0.019,0.019,0.028,0.01
love,0.001,0.001,0.003,0.003,0.003,0.005,0.007,0.007,0.008,0.011,0.025,0.003
etc,0.001,0.004,0.005,0.006,0.007,0.005,0.005,0.005,0.005,0.004,0.008,0.014
natural,0.001,0.003,0.005,0.004,0.004,0.005,0.006,0.005,0.004,0.005,0.014,0.009
force,0.004,0.008,0.01,0.011,0.014,0.011,0.011,0.009,0.009,0.01,0.014,0.013
drawing,0.008,0.011,0.01,0.01,0.011,0.013,0.016,0.019,0.019,0.014,0.009,0.027
change,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.007,0.008,0.01,0.017,0.011
decrease,0.001,0.002,0.005,0.007,0.008,0.009,0.018,0.015,0.017,0.018,0.014,0.03
gradual,0.004,0.012,0.007,0.013,0.019,0.015,0.015,0.012,0.01,0.008,0.013,0.002
charge,0.002,0.006,0.008,0.012,0.012,0.01,0.015,0.014,0.014,0.017,0.023,0.01
current,0.002,0.01,0.021,0.031,0.033,0.031,0.036,0.035,0.022,0.015,0.016,0.019
evaluation,0.01,0.03,0.041,0.038,0.036,0.038,0.043,0.039,0.033,0.024,0.015,0.02
est,0.001,0.005,0.008,0.011,0.014,0.01,0.011,0.012,0.013,0.016,0.019,0.037
##imation,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.003,0.006,0.012,0.004
grade,0.002,0.004,0.004,0.004,0.005,0.005,0.006,0.003,0.003,0.011,0.037,0.028
letter,0.002,0.004,0.013,0.023,0.03,0.028,0.036,0.035,0.03,0.023,0.026,0.016
indicating,0.001,0.003,0.002,0.0,0.001,0.001,0.003,0.004,0.003,0.009,0.021,0.014
student,0.004,0.004,0.003,0.004,0.004,0.004,0.005,0.007,0.006,0.006,0.01,0.006
responsibility,0.004,0.008,0.015,0.023,0.024,0.022,0.028,0.025,0.019,0.022,0.036,0.011
