word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
immigration,0.039,0.009,0.007,0.01,0.015,0.013,0.011,0.006,0.005,0.006,0.01,0.749
violations,0.024,0.009,0.02,0.011,0.047,0.034,0.026,0.037,0.082,0.098,0.209,0.678
investigated,0.048,0.014,0.016,0.01,0.01,0.003,0.011,0.011,0.027,0.025,0.084,0.611
investigation,0.039,0.012,0.017,0.013,0.009,0.015,0.007,0.009,0.021,0.033,0.121,0.678
administrative,0.086,0.021,0.017,0.013,0.005,0.005,0.008,0.013,0.013,0.015,0.058,0.83
bar,0.025,0.013,0.009,0.005,0.008,0.01,0.004,0.006,0.007,0.01,0.013,0.698
smoking,0.073,0.009,0.012,0.023,0.012,0.025,0.02,0.018,0.013,0.017,0.114,0.642
clubs,0.062,0.007,0.01,0.03,0.022,0.023,0.01,0.015,0.022,0.038,0.144,0.533
regulation,0.072,0.029,0.023,0.028,0.021,0.01,0.013,0.028,0.013,0.007,0.036,0.672
transaction,0.023,0.019,0.009,0.016,0.014,0.005,0.02,0.033,0.069,0.056,0.206,0.772
Handspring,0.04,0.004,0.004,0.005,0.008,0.001,0.002,0.004,0.011,0.016,0.055,0.756
Palm,0.718,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.787
Under,0.799,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.968
sold,0.019,0.018,0.014,0.03,0.018,0.026,0.017,0.018,0.032,0.045,0.03,0.642
facilities,0.042,0.009,0.017,0.021,0.011,0.014,0.016,0.007,0.011,0.005,0.031,0.649
approved,0.028,0.025,0.015,0.003,0.005,0.002,0.003,0.01,0.009,0.007,0.056,0.809
FDA,0.361,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.989,0.817
Bali,0.038,0.011,0.014,0.032,0.008,0.011,0.006,0.008,0.01,0.006,0.031,0.885
nightclub,0.056,0.022,0.054,0.036,0.081,0.053,0.084,0.075,0.109,0.094,0.232,0.792
bombings,0.05,0.014,0.034,0.031,0.025,0.015,0.014,0.016,0.033,0.033,0.132,0.773
200,0.019,0.984,0.999,0.999,0.998,0.997,0.997,0.995,0.994,0.991,0.981,0.8
Indonesia,0.245,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.991,0.881
News,0.703,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.993,0.934
suspects,0.03,0.014,0.035,0.018,0.042,0.025,0.033,0.051,0.116,0.113,0.267,0.272
security,0.038,0.022,0.025,0.025,0.016,0.013,0.011,0.018,0.022,0.02,0.027,0.795
French,0.594,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.952
fifth,0.019,0.004,0.003,0.032,0.015,0.008,0.01,0.019,0.011,0.011,0.017,0.816
population,0.029,0.006,0.016,0.016,0.018,0.011,0.012,0.014,0.009,0.018,0.017,0.583
By,0.755,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.886
downtown,0.045,0.027,0.073,0.034,0.055,0.027,0.037,0.056,0.072,0.075,0.238,0.771
demonstrators,0.049,0.009,0.022,0.027,0.025,0.03,0.012,0.01,0.03,0.039,0.049,0.532
jobs,0.03,0.028,0.043,0.014,0.01,0.015,0.007,0.012,0.015,0.014,0.051,0.664
threw,0.055,0.009,0.021,0.025,0.039,0.022,0.034,0.04,0.069,0.065,0.15,0.795
49,0.794,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.965
During,0.758,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.916
declared,0.055,0.023,0.041,0.037,0.026,0.017,0.021,0.022,0.038,0.039,0.109,0.822
slipped,0.074,0.029,0.062,0.024,0.06,0.049,0.064,0.076,0.098,0.132,0.309,0.485
Matt,0.773,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.966
actually,0.011,0.981,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.989,0.975,0.896
giant,0.046,0.029,0.05,0.043,0.072,0.027,0.035,0.045,0.082,0.078,0.157,0.71
rock,0.052,0.022,0.018,0.018,0.018,0.013,0.012,0.01,0.027,0.017,0.037,0.649
Earth,0.082,0.026,0.023,0.032,0.024,0.019,0.01,0.018,0.029,0.036,0.084,0.485
Mexico,0.033,0.984,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.996,0.99,0.878
rebels,0.034,0.015,0.025,0.025,0.021,0.014,0.014,0.016,0.031,0.034,0.096,0.675
accused,0.035,0.019,0.027,0.023,0.019,0.01,0.015,0.023,0.065,0.068,0.176,0.703
countryside,0.036,0.015,0.041,0.019,0.008,0.014,0.013,0.014,0.017,0.007,0.061,0.451
peace,0.062,0.009,0.008,0.009,0.008,0.007,0.009,0.008,0.01,0.011,0.021,0.682
awarded,0.029,0.023,0.026,0.005,0.034,0.016,0.038,0.055,0.117,0.119,0.244,0.035
patent,0.025,0.002,0.007,0.001,0.019,0.019,0.045,0.074,0.116,0.089,0.139,0.17
feature,0.059,0.004,0.014,0.016,0.007,0.008,0.006,0.008,0.017,0.014,0.065,0.709
instant,0.052,0.008,0.003,0.002,0.001,0.009,0.001,0.009,0.006,0.003,0.04,0.846
users,0.034,0.026,0.036,0.007,0.007,0.009,0.011,0.011,0.007,0.01,0.061,0.735
Who,0.583,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.95
There,0.817,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.728
seriously,0.151,0.988,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.994,0.987,0.837
usual,0.066,0.008,0.022,0.009,0.01,0.009,0.023,0.045,0.017,0.007,0.038,0.738
urged,0.028,0.014,0.048,0.03,0.034,0.013,0.018,0.025,0.083,0.084,0.222,0.681
employees,0.079,0.015,0.017,0.026,0.024,0.028,0.037,0.015,0.019,0.016,0.02,0.625
arrests,0.021,0.023,0.032,0.021,0.027,0.015,0.027,0.053,0.116,0.123,0.172,0.543
Selenski,0.84,0.992,1.0,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.95
Mount,0.032,0.021,0.011,0.007,0.007,0.005,0.009,0.022,0.056,0.079,0.193,0.587
Road,0.346,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.898
acts,0.031,0.024,0.018,0.014,0.008,0.006,0.005,0.005,0.006,0.007,0.036,0.8
committed,0.053,0.006,0.003,0.011,0.003,0.004,0.002,0.006,0.005,0.013,0.046,0.695
killers,0.035,0.006,0.008,0.011,0.009,0.013,0.017,0.022,0.044,0.038,0.106,0.749
hate,0.046,0.036,0.034,0.038,0.023,0.016,0.012,0.013,0.01,0.014,0.015,0.528
Kansas,0.25,0.986,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.996,0.993,0.925
16,0.008,0.987,0.999,0.998,0.998,0.998,0.997,0.996,0.994,0.992,0.984,0.868
relations,0.007,0.023,0.028,0.026,0.031,0.055,0.038,0.031,0.056,0.049,0.033,0.824
noted,0.031,0.04,0.044,0.073,0.068,0.05,0.04,0.031,0.07,0.073,0.141,0.834
consumer,0.028,0.03,0.018,0.024,0.018,0.013,0.009,0.009,0.005,0.012,0.02,0.663
army,0.07,0.02,0.032,0.042,0.03,0.018,0.026,0.033,0.078,0.099,0.25,0.639
abuses,0.017,0.014,0.061,0.013,0.012,0.003,0.006,0.021,0.007,0.005,0.01,0.83
battle,0.036,0.032,0.036,0.037,0.028,0.027,0.02,0.018,0.022,0.025,0.044,0.758
independence,0.021,0.011,0.008,0.012,0.014,0.013,0.006,0.026,0.039,0.028,0.106,0.694
accusing,0.089,0.046,0.096,0.068,0.099,0.061,0.093,0.145,0.164,0.172,0.286,0.547
committing,0.043,0.013,0.027,0.011,0.021,0.016,0.023,0.042,0.052,0.044,0.066,0.671
economy,0.034,0.017,0.02,0.016,0.007,0.019,0.019,0.021,0.037,0.04,0.129,0.672
sanctions,0.047,0.018,0.022,0.017,0.027,0.012,0.016,0.02,0.03,0.029,0.087,0.595
ex,0.062,0.057,0.055,0.079,0.047,0.052,0.056,0.045,0.053,0.059,0.041,0.537
Saddam,0.296,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.898
Hussein,0.066,0.013,0.027,0.036,0.03,0.015,0.009,0.011,0.019,0.018,0.053,0.872
1990,0.052,0.002,0.024,0.013,0.017,0.024,0.035,0.052,0.057,0.036,0.052,0.578
occupation,0.061,0.034,0.044,0.032,0.015,0.019,0.029,0.043,0.052,0.076,0.152,0.476
shattered,0.095,0.061,0.089,0.041,0.046,0.025,0.047,0.05,0.056,0.025,0.084,0.81
refugee,0.018,0.01,0.038,0.036,0.012,0.001,0.015,0.028,0.046,0.099,0.302,0.333
English,0.011,0.975,0.998,0.997,0.996,0.996,0.995,0.993,0.991,0.987,0.974,0.788
Turkish,0.686,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.919
dictionary,0.024,0.015,0.026,0.03,0.097,0.077,0.041,0.029,0.027,0.032,0.123,0.644
bulk,0.033,0.007,0.002,0.003,0.008,0.004,0.006,0.012,0.015,0.032,0.069,0.711
65,0.018,0.027,0.008,0.007,0.013,0.005,0.002,0.005,0.003,0.007,0.028,0.826
Afghanistan,0.021,0.85,0.996,0.994,0.993,0.99,0.987,0.981,0.976,0.959,0.88,0.707
primarily,0.101,0.031,0.048,0.039,0.047,0.04,0.049,0.05,0.108,0.128,0.22,0.844
House,0.008,0.981,0.998,0.998,0.998,0.997,0.996,0.995,0.994,0.992,0.985,0.779
68,0.034,0.028,0.023,0.011,0.022,0.026,0.035,0.041,0.045,0.063,0.108,0.712
Colorado,0.629,0.986,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.959
legislation,0.032,0.019,0.018,0.014,0.004,0.009,0.004,0.006,0.011,0.011,0.054,0.772
probe,0.047,0.017,0.033,0.021,0.036,0.015,0.02,0.026,0.04,0.031,0.091,0.714
inquiry,0.046,0.019,0.039,0.035,0.037,0.008,0.007,0.011,0.036,0.029,0.078,0.628
every,0.006,0.981,0.999,0.998,0.998,0.997,0.997,0.996,0.994,0.991,0.981,0.886
ups,0.066,0.046,0.042,0.083,0.044,0.046,0.044,0.036,0.037,0.02,0.058,0.446
kicking,0.021,0.026,0.02,0.018,0.044,0.044,0.042,0.066,0.139,0.152,0.321,0.488
smoke,0.035,0.031,0.041,0.039,0.047,0.013,0.016,0.023,0.027,0.017,0.056,0.757
Nevada,0.828,0.992,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.898
Lee,0.711,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.966
tied,0.078,0.025,0.02,0.036,0.024,0.033,0.032,0.024,0.039,0.025,0.119,0.226
atop,0.049,0.022,0.021,0.01,0.009,0.005,0.021,0.003,0.004,0.008,0.058,0.889
holes,0.024,0.008,0.019,0.017,0.007,0.004,0.008,0.009,0.004,0.007,0.016,0.826
tie,0.003,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.993,0.987,0.944
November,0.053,0.074,0.036,0.05,0.028,0.023,0.026,0.017,0.028,0.03,0.038,0.802
aggressive,0.014,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.989,0.896
pricing,0.047,0.013,0.015,0.028,0.022,0.027,0.038,0.033,0.077,0.082,0.256,0.458
payments,0.035,0.004,0.01,0.007,0.014,0.017,0.027,0.027,0.026,0.026,0.049,0.419
Medicare,0.039,0.01,0.024,0.015,0.031,0.008,0.015,0.015,0.033,0.018,0.067,0.661
patients,0.012,0.026,0.013,0.007,0.021,0.01,0.017,0.011,0.023,0.015,0.037,0.782
Boeing,0.744,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.917
airplane,0.05,0.045,0.091,0.078,0.094,0.075,0.055,0.061,0.075,0.109,0.278,0.746
airlines,0.026,0.007,0.011,0.022,0.033,0.012,0.024,0.04,0.073,0.065,0.163,0.742
error,0.039,0.018,0.029,0.034,0.041,0.053,0.058,0.073,0.059,0.038,0.067,0.788
poll,0.029,0.038,0.036,0.061,0.041,0.034,0.035,0.041,0.049,0.042,0.06,0.696
voters,0.055,0.012,0.01,0.012,0.014,0.008,0.012,0.021,0.02,0.019,0.079,0.466
Defense,0.759,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.913
massive,0.031,0.016,0.02,0.005,0.005,0.004,0.005,0.005,0.004,0.009,0.041,0.761
publicity,0.039,0.006,0.034,0.02,0.034,0.005,0.027,0.031,0.06,0.056,0.199,0.819
pool,0.054,0.028,0.023,0.017,0.011,0.014,0.017,0.017,0.022,0.013,0.039,0.689
argued,0.023,0.007,0.024,0.011,0.02,0.009,0.012,0.017,0.044,0.052,0.171,0.648
banks,0.026,0.012,0.007,0.013,0.005,0.011,0.013,0.018,0.015,0.013,0.008,0.783
via,0.039,0.036,0.022,0.027,0.014,0.028,0.021,0.022,0.016,0.017,0.075,0.549
Internet,0.263,0.987,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.917
mortgage,0.064,0.016,0.015,0.027,0.049,0.007,0.026,0.027,0.042,0.005,0.034,0.531
Most,0.799,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.927
cuts,0.022,0.003,0.007,0.011,0.01,0.02,0.046,0.032,0.039,0.049,0.199,0.415
Australia,0.595,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.922
disaster,0.026,0.013,0.032,0.015,0.033,0.016,0.018,0.021,0.025,0.027,0.06,0.794
carrying,0.05,0.021,0.026,0.021,0.059,0.043,0.064,0.089,0.151,0.153,0.303,0.678
38,0.768,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.963
heed,0.038,0.004,0.01,0.01,0.044,0.036,0.025,0.043,0.038,0.026,0.013,0.521
red,0.036,0.038,0.045,0.045,0.03,0.028,0.026,0.035,0.028,0.035,0.035,0.523
lights,0.064,0.041,0.053,0.05,0.034,0.02,0.013,0.009,0.008,0.002,0.086,0.596
academic,0.046,0.014,0.041,0.026,0.03,0.027,0.021,0.023,0.055,0.051,0.149,0.594
Diana,0.718,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.902
wrote,0.045,0.056,0.039,0.039,0.012,0.008,0.007,0.009,0.02,0.022,0.101,0.77
claiming,0.026,0.016,0.028,0.028,0.05,0.011,0.022,0.021,0.032,0.017,0.159,0.64
plot,0.041,0.025,0.026,0.024,0.02,0.015,0.018,0.021,0.027,0.021,0.032,0.595
Security,0.519,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.996,0.993,0.897
installed,0.052,0.037,0.054,0.04,0.011,0.011,0.008,0.02,0.02,0.005,0.036,0.699
grounds,0.046,0.032,0.021,0.028,0.026,0.022,0.023,0.017,0.032,0.024,0.017,0.826
gate,0.012,0.005,0.017,0.019,0.011,0.014,0.01,0.025,0.018,0.019,0.061,0.844
locations,0.023,0.007,0.006,0.011,0.018,0.021,0.04,0.038,0.058,0.035,0.04,0.553
Moore,0.761,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.972
immediate,0.041,0.016,0.019,0.012,0.016,0.012,0.022,0.033,0.055,0.049,0.202,0.74
Robert,0.007,0.973,0.998,0.998,0.998,0.997,0.997,0.996,0.995,0.993,0.984,0.81
asking,0.053,0.012,0.019,0.017,0.014,0.016,0.014,0.014,0.018,0.018,0.166,0.585
historical,0.044,0.024,0.048,0.024,0.057,0.087,0.069,0.073,0.11,0.151,0.401,0.811
review,0.033,0.02,0.013,0.017,0.012,0.01,0.013,0.01,0.015,0.021,0.05,0.605
Ed,0.024,0.027,0.016,0.003,0.004,0.023,0.044,0.059,0.036,0.039,0.204,0.495
White,0.79,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.954
Iranians,0.772,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.9
Qaida,0.013,0.984,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.99,0.639
native,0.041,0.007,0.005,0.006,0.008,0.01,0.012,0.012,0.018,0.008,0.094,0.705
senior,0.018,0.985,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.984,0.767
Seattle,0.052,0.021,0.027,0.001,0.004,0.009,0.014,0.012,0.04,0.052,0.023,0.838
Society,0.042,0.002,0.01,0.007,0.024,0.01,0.051,0.049,0.065,0.043,0.088,0.498
tomorrow,0.024,0.987,0.999,0.999,0.999,0.998,0.997,0.996,0.995,0.993,0.985,0.883
Justice,0.351,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.994,0.892
H.,0.039,0.013,0.041,0.032,0.057,0.014,0.034,0.055,0.079,0.107,0.2,0.574
Rehnquist,0.034,0.018,0.012,0.004,0.003,0.001,0.004,0.021,0.025,0.037,0.071,0.596
Clarence,0.609,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.862
Justices,0.501,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.925
targets,0.133,0.032,0.031,0.037,0.034,0.023,0.023,0.02,0.024,0.04,0.106,0.644
meet,0.007,0.98,0.998,0.998,0.998,0.998,0.997,0.996,0.995,0.992,0.983,0.818
counties,0.028,0.006,0.003,0.004,0.015,0.008,0.009,0.018,0.028,0.033,0.18,0.722
see,0.024,0.936,0.995,0.993,0.992,0.989,0.986,0.98,0.973,0.957,0.884,0.72
aircraft,0.046,0.016,0.046,0.039,0.055,0.028,0.044,0.052,0.088,0.091,0.202,0.721
landing,0.055,0.018,0.044,0.038,0.047,0.018,0.032,0.046,0.085,0.075,0.169,0.602
pilots,0.098,0.032,0.04,0.028,0.008,0.001,0.004,0.01,0.021,0.014,0.066,0.864
150,0.019,0.024,0.02,0.027,0.024,0.014,0.029,0.025,0.017,0.01,0.035,0.772
wonder,0.005,0.003,0.003,0.008,0.006,0.003,0.023,0.028,0.1,0.1,0.187,0.457
official,0.063,0.024,0.032,0.047,0.029,0.014,0.014,0.016,0.023,0.026,0.063,0.719
Whitney,0.031,0.033,0.045,0.025,0.041,0.017,0.038,0.056,0.092,0.103,0.296,0.798
engine,0.077,0.017,0.031,0.024,0.03,0.027,0.026,0.028,0.026,0.021,0.075,0.548
assembly,0.043,0.016,0.015,0.02,0.01,0.015,0.016,0.018,0.019,0.016,0.107,0.596
McCain,0.028,0.01,0.014,0.003,0.036,0.011,0.044,0.034,0.046,0.024,0.063,0.899
Nelson,0.815,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.945
Commerce,0.204,0.988,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.952
significant,0.044,0.02,0.026,0.016,0.014,0.012,0.013,0.008,0.007,0.012,0.045,0.575
hurdle,0.03,0.007,0.008,0.015,0.012,0.005,0.006,0.008,0.003,0.018,0.071,0.865
Zealand,0.023,0.004,0.008,0.034,0.016,0.005,0.01,0.009,0.043,0.044,0.115,0.756
seek,0.006,0.977,0.998,0.998,0.997,0.997,0.996,0.994,0.992,0.989,0.973,0.878
penalty,0.074,0.026,0.052,0.065,0.06,0.034,0.035,0.024,0.018,0.02,0.069,0.629
've,0.057,0.022,0.02,0.025,0.035,0.04,0.036,0.039,0.059,0.086,0.136,0.462
six,0.017,0.946,0.996,0.995,0.994,0.992,0.989,0.985,0.979,0.968,0.929,0.757
Let,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Force,0.014,0.984,0.999,0.998,0.998,0.998,0.997,0.997,0.996,0.994,0.99,0.814
momentum,0.042,0.019,0.02,0.022,0.011,0.01,0.042,0.047,0.034,0.046,0.057,0.407
contrary,0.073,0.027,0.052,0.048,0.08,0.081,0.118,0.172,0.235,0.185,0.297,0.425
package,0.037,0.047,0.055,0.052,0.039,0.025,0.024,0.028,0.015,0.01,0.045,0.637
taxes,0.064,0.036,0.056,0.03,0.041,0.026,0.023,0.016,0.019,0.022,0.055,0.782
difficulty,0.643,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.992,0.89
multiple,0.046,0.012,0.022,0.025,0.029,0.025,0.024,0.025,0.008,0.006,0.032,0.432
easier,0.05,0.019,0.02,0.032,0.035,0.027,0.051,0.032,0.06,0.049,0.105,0.724
Putin,0.652,0.986,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.94
Arabia,0.025,0.006,0.018,0.031,0.042,0.031,0.05,0.062,0.08,0.054,0.152,0.502
Before,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Russia,0.564,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.884
regards,0.038,0.009,0.036,0.024,0.025,0.019,0.014,0.02,0.014,0.015,0.03,0.628
suggests,0.058,0.025,0.05,0.018,0.052,0.014,0.017,0.026,0.035,0.041,0.111,0.668
everything,0.033,0.015,0.012,0.008,0.01,0.014,0.01,0.013,0.018,0.015,0.058,0.789
Mexican,0.63,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.892
considered,0.043,0.01,0.036,0.018,0.014,0.022,0.018,0.019,0.035,0.033,0.098,0.374
kidnapping,0.055,0.005,0.009,0.003,0.006,0.012,0.013,0.014,0.006,0.009,0.039,0.773
Tampa,0.79,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.893
differing,0.015,0.005,0.002,0.008,0.028,0.019,0.06,0.075,0.111,0.047,0.091,0.42
Ten,0.79,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.96
instances,0.121,0.013,0.055,0.02,0.017,0.012,0.034,0.014,0.004,0.004,0.035,0.179
missile,0.056,0.023,0.023,0.026,0.014,0.011,0.015,0.02,0.035,0.038,0.101,0.645
research,0.032,0.008,0.01,0.013,0.015,0.01,0.017,0.027,0.018,0.017,0.025,0.773
ways,0.059,0.02,0.03,0.029,0.023,0.021,0.022,0.03,0.02,0.012,0.125,0.708
blame,0.059,0.023,0.041,0.025,0.04,0.007,0.02,0.031,0.058,0.045,0.099,0.719
Tigers,0.043,0.024,0.017,0.011,0.03,0.011,0.008,0.021,0.06,0.049,0.176,0.235
killings,0.04,0.017,0.012,0.009,0.011,0.006,0.008,0.014,0.031,0.034,0.078,0.685
talks,0.039,0.017,0.028,0.022,0.025,0.016,0.017,0.021,0.039,0.042,0.123,0.716
interim,0.026,0.006,0.019,0.011,0.017,0.011,0.022,0.029,0.066,0.083,0.183,0.677
Glasgow,0.807,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.941
citizen,0.073,0.015,0.031,0.032,0.021,0.022,0.02,0.026,0.028,0.054,0.172,0.683
beheading,0.087,0.009,0.031,0.107,0.078,0.079,0.081,0.097,0.109,0.146,0.218,0.474
80,0.062,0.988,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.987,0.89
originally,0.021,0.024,0.009,0.006,0.024,0.007,0.008,0.019,0.061,0.07,0.187,0.518
northwest,0.046,0.037,0.056,0.044,0.063,0.046,0.039,0.034,0.05,0.049,0.13,0.652
tire,0.03,0.001,0.002,0.001,0.007,0.006,0.01,0.018,0.012,0.025,0.077,0.605
shop,0.05,0.011,0.009,0.006,0.003,0.002,0.002,0.008,0.008,0.018,0.003,0.808
Georgia,0.002,0.985,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.988,0.902
Jordan,0.634,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.907
absolutely,0.058,0.03,0.026,0.05,0.023,0.02,0.022,0.024,0.019,0.033,0.069,0.702
losses,0.04,0.021,0.008,0.01,0.01,0.007,0.034,0.045,0.056,0.038,0.087,0.466
occurred,0.038,0.003,0.009,0.011,0.021,0.016,0.046,0.041,0.041,0.035,0.156,0.673
overnight,0.044,0.017,0.021,0.022,0.016,0.008,0.01,0.009,0.011,0.022,0.084,0.82
Santa,0.034,0.045,0.048,0.063,0.04,0.018,0.008,0.019,0.043,0.072,0.141,0.601
threatened,0.049,0.008,0.007,0.016,0.009,0.004,0.007,0.011,0.022,0.025,0.099,0.732
acres,0.037,0.013,0.015,0.022,0.036,0.055,0.059,0.071,0.085,0.112,0.067,0.833
credit,0.016,0.011,0.01,0.009,0.015,0.014,0.017,0.024,0.027,0.018,0.02,0.748
Rep.,0.759,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.936
Major,0.809,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.953
D,0.379,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.993,0.94
latest,0.037,0.031,0.016,0.018,0.011,0.014,0.013,0.01,0.008,0.011,0.054,0.602
programs,0.027,0.005,0.032,0.023,0.023,0.003,0.002,0.001,0.007,0.029,0.073,0.506
However,0.804,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.587
releases,0.028,0.023,0.037,0.032,0.05,0.039,0.053,0.058,0.109,0.153,0.301,0.694
0.39,0.082,0.059,0.08,0.069,0.053,0.014,0.051,0.042,0.053,0.036,0.099,0.233
initially,0.058,0.02,0.028,0.044,0.039,0.034,0.019,0.021,0.02,0.016,0.089,0.753
61,0.446,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.992,0.918
states,0.035,0.02,0.019,0.025,0.02,0.019,0.017,0.019,0.032,0.03,0.025,0.732
60,0.054,0.987,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.993,0.985,0.84
senators,0.044,0.012,0.017,0.036,0.035,0.033,0.04,0.041,0.064,0.061,0.167,0.831
Republicans,0.037,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.99,0.87
57,0.005,0.045,0.022,0.012,0.018,0.012,0.012,0.013,0.01,0.011,0.06,0.939
Turner,0.018,0.016,0.051,0.024,0.014,0.025,0.033,0.051,0.048,0.06,0.11,0.77
represents,0.023,0.016,0.033,0.003,0.007,0.009,0.006,0.012,0.012,0.025,0.068,0.818
Five,0.776,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.938
Manuel,0.613,0.989,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.91
entered,0.034,0.02,0.08,0.027,0.054,0.046,0.063,0.06,0.095,0.065,0.149,0.501
walking,0.025,0.017,0.022,0.021,0.015,0.015,0.018,0.022,0.017,0.02,0.068,0.603
NASD,0.009,0.02,0.036,0.026,0.03,0.027,0.008,0.01,0.002,0.003,0.1,0.512
regulations,0.018,0.01,0.008,0.005,0.003,0.017,0.018,0.029,0.02,0.012,0.06,0.329
Merrill,0.013,0.019,0.029,0.032,0.006,0.017,0.003,0.01,0.048,0.053,0.226,0.705
Its,0.663,0.992,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.945
keywords,0.115,0.025,0.017,0.008,0.033,0.03,0.03,0.037,0.069,0.066,0.169,0.37
Chinese,0.769,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.94
Radio,0.766,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.975
although,0.066,0.019,0.039,0.032,0.037,0.042,0.045,0.034,0.025,0.033,0.151,0.811
